Name	Type 1	Type 2	HP	Atk	Def	Tankiness	Basic Atk	PW	Type	STAB?	Spd (ms)	NRG	Quick Dmg	Charge Atk	PW	Type	STAB?	NRG	Crit%	Spd (ms)	Charge Dmg	Quicks to Full	QuickTime (ms)	Full Cycle DPS	Quick Only DPS	Defensive DPS	DPS %	Duel Ability	Duel %	Def Ability	Def %	1.5x Def
Graveler	Rock	Ground	110	164	196	21560	Rock Throw	12	Rock	1	1360	15	9	Rock Slide	50	Rock	1	33	5	3200	35	3	4080	8.52	6.62	4.06	49.33%	183691	24.87%	87482	32.67%	#REF!
Golbat	Poison	Flying	150	161	153	22950	Bite	6	Dark	0	500	7	4	Poison Fang	25	Poison	1	20	5	2400	17	3	1500	7.44	8.00	2.44	46.32%	183600	24.85%	55929	20.89%	#REF!
Golbat	Poison	Flying	150	161	153	22950	Bite	6	Dark	0	500	7	4	Air Cutter	30	Flying	1	25	25	3300	21	4	2000	6.98	8.00	2.42	46.32%	183600	24.85%	55500	20.73%	#REF!
Golbat	Poison	Flying	150	161	153	22950	Bite	6	Dark	0	500	7	4	Ominous Wind	30	Ghost	0	25	5	3100	17	4	2000	6.47	8.00	2.19	46.32%	183600	24.85%	50156	18.73%	#REF!
Dodrio	Normal	Flying	120	218	145	17400	Steel Wing	15	Steel	0	1330	12	11	Drill Peck	40	Flying	1	33	5	2700	37	3	3990	10.46	8.27	4.77	60.57%	182004	24.64%	82914	30.97%	#REF!
Magneton	Electric	Steel	100	223	182	18200	Spark	7	Electric	1	700	8	7	Magnet Bomb	30	Steel	1	25	5	2800	28	4	2800	10.00	10.00	3.59	57.90%	182000	24.64%	65333	24.40%	#REF!
Pidgeot	Normal	Flying	166	166	157	26062	Steel Wing	15	Steel	0	1330	12	9	Aerial Ace	30	Flying	1	25	5	2900	21	3	3990	6.97	6.77	3.22	40.36%	181652	24.59%	84015	31.38%	#REF!
Parasect	Bug	Grass	120	165	146	17520	Bug Bite	5	Bug	1	450	7	4	X-Scissor	35	Bug	1	33	5	2100	25	5	2250	10.34	8.89	2.75	59.87%	181157	24.52%	48220	18.01%	#REF!
Seaking	Water		160	175	154	24640	Peck	10	Flying	0	1150	10	6	Megahorn	80	Bug	0	100	5	3200	47	10	11500	7.28	5.22	2.92	42.15%	179379	24.28%	71839	26.83%	#REF!
Raticate	Normal		110	161	144	15840	Bite	6	Dark	0	500	7	4	Hyper Beam	120	Normal	1	100	5	5000	81	15	7500	11.28	8.00	3.17	65.32%	178675	24.19%	50190	18.75%	#REF!
Butterfree	Bug	Flying	120	167	151	18120	Bug Bite	5	Bug	1	450	7	4	Psychic	55	Psychic	0	50	5	2800	31	8	3600	9.84	8.89	2.58	56.98%	178301	24.14%	46785	17.47%	#REF!
Machoke	Fighting		160	177	130	20800	Karate Chop	6	Fighting	1	800	8	5	Brick Break	30	Fighting	1	33	25	1600	23	5	4000	8.57	6.25	2.73	49.62%	178256	24.13%	56727	21.19%	#REF!
Marowak	Ground		120	144	200	24000	Mud Slap	15	Ground	1	1350	12	10	Dig	70	Ground	1	33	5	5800	43	3	4050	7.41	7.41	4.09	42.91%	177840	24.07%	98151	36.66%	#REF!
Mr. Mime	Psychic	Fairy	80	192	233	18640	Zen Headbutt	12	Psychic	1	1050	9	10	Psybeam	40	Psychic	1	25	5	3800	33	3	3150	9.06	9.52	4.21	55.12%	177453	24.02%	78550	29.34%	#REF!
Mr. Mime	Psychic	Fairy	80	192	233	18640	Zen Headbutt	12	Psychic	1	1050	9	10	Shadow Ball	45	Ghost	0	33	5	3080	29	4	4200	9.48	9.52	3.99	55.12%	177453	24.02%	74431	27.80%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Mud Slap	15	Ground	1	1350	12	11	Dig	70	Ground	1	33	5	5800	48	3	4050	8.22	8.15	4.54	47.60%	177223	23.99%	97835	36.54%	#REF!
Pidgeot	Normal	Flying	166	166	157	26062	Steel Wing	15	Steel	0	1330	12	9	Air Cutter	30	Flying	1	25	25	3300	21	3	3990	6.58	6.77	3.14	39.20%	176440	23.88%	81817	30.56%	#REF!
Butterfree	Bug	Flying	120	167	151	18120	Bug Bite	5	Bug	1	450	7	4	Signal Beam	45	Bug	1	33	5	3100	32	5	2250	9.72	8.89	3.00	56.28%	176126	23.84%	54308	20.28%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Bullet Punch	10	Steel	0	1200	10	7	Brick Break	30	Fighting	1	33	25	1600	25	4	4800	8.28	5.83	3.23	47.94%	175536	23.76%	68512	25.59%	#REF!
Machoke	Fighting		160	177	130	20800	Low Kick	5	Fighting	1	600	7	4	Submission	30	Fighting	1	33	5	2100	23	5	3000	8.43	6.67	2.51	48.81%	175344	23.74%	52304	19.54%	#REF!
Wartortle	Water		118	126	155	18290	Water Gun	6	Water	1	500	7	4	Hydro Pump	90	Water	1	100	5	3800	48	15	7500	9.56	8.00	2.49	55.36%	174852	23.67%	45619	17.04%	#REF!
Ivysaur	Grass	Poison	120	151	151	18120	Vine Whip	7	Grass	1	650	7	5	Sludge Bomb	55	Poison	1	50	5	2600	35	8	5200	9.62	7.69	2.91	55.70%	174314	23.60%	52674	19.67%	#REF!
Beedrill	Bug	Poison	130	169	150	19500	Bug Bite	5	Bug	1	450	7	4	Aerial Ace	30	Flying	0	25	5	2900	17	4	1800	7.02	8.89	2.24	51.48%	173355	23.47%	43776	16.35%	#REF!
Ivysaur	Grass	Poison	120	151	151	18120	Vine Whip	7	Grass	1	650	7	5	Power Whip	70	Grass	1	100	0	2800	45	15	9750	9.56	7.69	2.69	55.36%	173227	23.45%	48808	18.23%	#REF!
Dragonair	Dragon		122	163	138	16836	Dragon Breath	6	Dragon	1	500	7	5	Aqua Tail	45	Water	0	50	5	2350	25	8	4000	10.24	10.00	2.67	59.29%	172401	23.34%	44942	16.79%	#REF!
Primeape	Fighting		130	207	144	18720	Karate Chop	6	Fighting	1	800	8	6	Low Sweep	30	Fighting	1	25	5	2250	26	4	3200	9.17	7.50	3.24	53.10%	171662	23.24%	60583	22.63%	#REF!
Rhyhorn	Ground	Rock	160	140	157	25120	Mud Slap	15	Ground	1	1350	12	9	Stomp	30	Normal	0	25	5	2100	15	3	4050	6.83	6.67	2.97	39.55%	171570	23.23%	74561	27.85%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Quick Attack	10	Normal	0	1330	12	8	Psybeam	40	Psychic	1	25	5	3800	36	3	3990	7.70	6.02	3.80	44.59%	170016	23.01%	83901	31.34%	#REF!
Starmie	Water	Psychic	120	210	184	22080	Quick Attack	10	Normal	0	1330	12	8	Power Gem	40	Rock	0	33	5	2900	29	3	3990	7.69	6.02	3.56	44.53%	169795	22.99%	78592	29.35%	#REF!
Dragonair	Dragon		122	163	138	16836	Dragon Breath	6	Dragon	1	500	7	5	Wrap	25	Normal	0	20	5	4000	14	3	1500	5.27	10.00	2.15	57.90%	168360	22.79%	36166	13.51%	#REF!
Electrode	Electric		120	173	179	21480	Tackle	12	Normal	0	1100	10	7	Discharge	35	Electric	1	33	5	2500	26	4	4400	7.83	6.36	3.20	45.34%	168188	22.77%	68634	25.63%	#REF!
Magneton	Electric	Steel	100	223	182	18200	Thunder Shock	5	Electric	1	600	8	5	Magnet Bomb	30	Steel	1	25	5	2800	28	4	2400	9.23	8.33	3.16	53.45%	167986	22.74%	57474	21.47%	#REF!
Ivysaur	Grass	Poison	120	151	151	18120	Razor Leaf	15	Grass	1	1450	12	10	Solar Beam	120	Grass	1	100	5	4900	76	9	13050	9.25	6.90	4.37	53.56%	167610	22.69%	79260	29.60%	#REF!
Rhyhorn	Ground	Rock	160	140	157	25120	Mud Slap	15	Ground	1	1350	12	9	Bulldoze	35	Ground	1	25	5	3400	21	3	4050	6.44	6.67	3.11	38.62%	167550	22.68%	78043	29.15%	#REF!
Rhyhorn	Ground	Rock	160	140	157	25120	Mud Slap	15	Ground	1	1350	12	9	Horn Attack	25	Normal	0	25	5	2200	12	3	4050	6.24	6.67	2.74	38.62%	167550	22.68%	68749	25.68%	#REF!
Parasect	Bug	Grass	120	165	146	17520	Fury Cutter	3	Bug	1	400	6	3	X-Scissor	35	Bug	1	33	5	2100	25	6	2400	9.56	7.50	2.32	55.36%	167491	22.67%	40722	15.21%	#REF!
Beedrill	Bug	Poison	130	169	150	19500	Poison Jab	12	Poison	1	1050	10	9	Aerial Ace	30	Flying	0	25	5	2900	17	3	3150	7.27	8.57	3.13	49.62%	167115	22.62%	61068	22.81%	#REF!
Mr. Mime	Psychic	Fairy	80	192	233	18640	Confusion	15	Psychic	1	1510	14	13	Shadow Ball	45	Ghost	0	33	5	3080	29	3	4530	8.94	8.61	4.36	51.77%	166642	22.56%	81199	30.33%	#REF!
Seaking	Water		160	175	154	24640	Peck	10	Flying	0	1150	10	6	Drill Run	50	Ground	0	33	25	3400	30	4	4600	6.75	5.22	3.00	39.09%	166320	22.51%	73920	27.61%	#REF!
Marowak	Ground		120	144	200	24000	Rock Smash	15	Fighting	0	1410	12	8	Bone Club	25	Ground	1	25	5	1600	16	3	4230	6.86	5.67	2.89	39.72%	164640	22.29%	69414	25.93%	#REF!
Venomoth	Bug	Poison	140	179	150	21000	Confusion	15	Psychic	0	1510	14	9	Psychic	55	Psychic	0	50	5	2800	33	4	6040	7.81	5.96	3.66	45.22%	164010	22.20%	76911	28.73%	#REF!
Machoke	Fighting		160	177	130	20800	Karate Chop	6	Fighting	1	800	8	5	Submission	30	Fighting	1	33	5	2100	23	5	4000	7.87	6.25	2.65	45.57%	163696	22.16%	55160	20.60%	#REF!
Graveler	Rock	Ground	110	164	196	21560	Rock Throw	12	Rock	1	1360	15	9	Dig	70	Ground	1	33	5	5800	48	3	4080	7.59	6.62	4.19	43.95%	163640	22.15%	90436	33.78%	#REF!
Arbok	Poison		120	167	158	18960	Acid	10	Poison	1	1050	10	7	Gunk Shot	65	Poison	1	100	5	3000	46	10	10500	8.59	6.67	3.27	49.74%	162866	22.05%	61954	23.14%	#REF!
Lickitung	Normal		180	108	137	24660	Lick	5	Ghost	0	500	6	2	Hyper Beam	120	Normal	1	100	5	5000	55	17	8500	6.59	4.00	1.80	38.16%	162509	22.00%	44338	16.56%	#REF!
Arbok	Poison		120	167	158	18960	Acid	10	Poison	1	1050	10	7	Sludge Wave	70	Poison	1	100	5	3400	49	10	10500	8.56	6.67	3.31	49.57%	162298	21.97%	62848	23.47%	#REF!
Mr. Mime	Psychic	Fairy	80	192	233	18640	Confusion	15	Psychic	1	1510	14	13	Psybeam	40	Psychic	1	25	5	3800	33	2	3020	8.65	8.61	4.60	50.09%	161236	21.83%	85785	32.04%	#REF!
Lickitung	Normal		180	108	137	24660	Zen Headbutt	12	Psychic	0	1050	9	5	Hyper Beam	120	Normal	1	100	5	5000	55	12	12600	6.53	4.76	2.64	37.81%	161030	21.80%	65044	24.29%	#REF!
Marowak	Ground		120	144	200	24000	Rock Smash	15	Fighting	0	1410	12	8	Dig	70	Ground	1	33	5	5800	43	3	4230	6.68	5.67	3.72	38.68%	160320	21.70%	89185	33.31%	#REF!
Parasect	Bug	Grass	120	165	146	17520	Bug Bite	5	Bug	1	450	7	4	Cross Poison	25	Poison	0	25	25	1500	14	4	1800	9.09	8.89	2.26	52.63%	159257	21.56%	39519	14.76%	#REF!
Dodrio	Normal	Flying	120	218	145	17400	Feint Attack	12	Dark	0	1040	10	9	Aerial Ace	30	Flying	1	25	5	2900	28	3	3120	9.14	8.65	3.92	52.92%	159036	21.53%	68260	25.49%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Bullet Punch	10	Steel	0	1200	10	7	Thunder Punch	40	Electric	0	33	5	2400	26	4	4800	7.50	5.83	3.14	43.43%	159000	21.52%	66558	24.86%	#REF!
Persian	Normal		130	150	139	18070	Scratch	6	Normal	1	500	7	4	Play Rough	55	Fairy	0	50	5	2900	28	8	4000	8.70	8.00	2.41	50.38%	157209	21.28%	43542	16.26%	#REF!
Butterfree	Bug	Flying	120	167	151	18120	Confusion	15	Psychic	0	1510	14	9	Bug Buzz	75	Bug	1	50	5	4250	53	4	6040	8.65	5.96	4.39	50.09%	156738	21.22%	79482	29.69%	#REF!
Ivysaur	Grass	Poison	120	151	151	18120	Razor Leaf	15	Grass	1	1450	12	10	Sludge Bomb	55	Poison	1	50	5	2600	35	5	7250	8.63	6.90	3.89	49.97%	156376	21.17%	70490	26.33%	#REF!
Primeape	Fighting		130	207	144	18720	Low Kick	5	Fighting	1	600	7	5	Night Slash	30	Dark	0	25	25	2700	21	4	2400	8.04	8.33	2.72	48.23%	155938	21.11%	50829	18.98%	#REF!
Rhyhorn	Ground	Rock	160	140	157	25120	Rock Smash	15	Fighting	0	1410	12	8	Stomp	30	Normal	0	25	5	2100	15	3	4230	6.16	5.67	2.72	35.67%	154739	20.95%	68366	25.53%	#REF!
Ivysaur	Grass	Poison	120	151	151	18120	Razor Leaf	15	Grass	1	1450	12	10	Power Whip	70	Grass	1	100	0	2800	45	9	13050	8.52	6.90	3.77	49.33%	154382	20.90%	68234	25.49%	#REF!
Dodrio	Normal	Flying	120	218	145	17400	Steel Wing	15	Steel	0	1330	12	11	Aerial Ace	30	Flying	1	25	5	2900	28	3	3990	8.85	8.27	4.10	51.24%	153990	20.85%	71283	26.62%	#REF!
Gloom	Grass	Poison	120	153	139	16680	Acid	10	Poison	1	1050	10	7	Petal Blizzard	65	Grass	1	50	5	3200	42	5	5250	9.11	6.67	3.77	52.75%	151955	20.57%	62805	23.46%	#REF!
Arbok	Poison		120	167	158	18960	Bite	6	Dark	0	500	7	4	Dark Pulse	45	Dark	0	33	5	3500	26	5	2500	7.67	8.00	2.56	46.32%	151680	20.53%	48453	18.10%	#REF!
Raticate	Normal		110	161	144	15840	Bite	6	Dark	0	500	7	4	Hyper Fang	35	Normal	1	33	5	2100	24	5	2500	9.57	8.00	2.65	55.41%	151589	20.52%	41986	15.68%	#REF!
Gloom	Grass	Poison	120	153	139	16680	Acid	10	Poison	1	1050	10	7	Sludge Bomb	55	Poison	1	50	5	2600	36	5	5250	9.04	6.67	3.58	52.35%	150787	20.41%	59661	22.28%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Bullet Punch	10	Steel	0	1200	10	7	Fire Punch	40	Fire	0	33	5	2800	26	4	4800	7.11	5.83	3.07	41.17%	150732	20.40%	65045	24.29%	#REF!
Wartortle	Water		118	126	155	18290	Bite	6	Dark	0	500	7	3	Hydro Pump	90	Water	1	100	5	3800	48	15	7500	8.23	6.00	2.15	47.65%	150527	20.38%	39283	14.67%	#REF!
Dodrio	Normal	Flying	120	218	145	17400	Feint Attack	12	Dark	0	1040	10	9	Air Cutter	30	Flying	1	25	25	3300	28	3	3120	8.57	8.65	3.81	50.09%	150510	20.37%	66366	24.79%	#REF!
Charmeleon	Fire		116	158	129	14964	Scratch	6	Normal	0	500	7	4	Flamethrower	55	Fire	1	50	5	2900	37	8	4000	10.00	8.00	2.77	57.90%	149640	20.26%	41467	15.49%	#REF!
Rhyhorn	Ground	Rock	160	140	157	25120	Rock Smash	15	Fighting	0	1410	12	8	Bulldoze	35	Ground	1	25	5	3400	21	3	4230	5.90	5.67	2.88	34.16%	148208	20.06%	72322	27.01%	#REF!
Gloom	Grass	Poison	120	153	139	16680	Razor Leaf	15	Grass	1	1450	12	10	Petal Blizzard	65	Grass	1	50	5	3200	42	5	7250	8.80	6.90	4.10	50.96%	146784	19.87%	68355	25.53%	#REF!
Wartortle	Water		118	126	155	18290	Water Gun	6	Water	1	500	7	4	Ice Beam	65	Ice	0	50	5	3650	28	8	4000	7.84	8.00	2.34	46.32%	146320	19.81%	42784	15.98%	#REF!
Wartortle	Water		118	126	155	18290	Water Gun	6	Water	1	500	7	4	Aqua Jet	25	Water	1	20	5	2350	14	3	1500	6.75	8.00	2.19	46.32%	146320	19.81%	40130	14.99%	#REF!
Hitmonchan	Fighting		100	193	212	21200	Bullet Punch	10	Steel	0	1200	10	7	Ice Punch	45	Ice	0	33	5	3500	29	4	4800	6.87	5.83	3.11	39.78%	145644	19.72%	66033	24.66%	#REF!
Dodrio	Normal	Flying	120	218	145	17400	Steel Wing	15	Steel	0	1330	12	11	Air Cutter	30	Flying	1	25	25	3300	28	3	3990	8.37	8.27	3.99	48.47%	145638	19.71%	69418	25.93%	#REF!
Gloom	Grass	Poison	120	153	139	16680	Razor Leaf	15	Grass	1	1450	12	10	Sludge Bomb	55	Poison	1	50	5	2600	36	5	7250	8.73	6.90	3.94	50.55%	145616	19.71%	65651	24.52%	#REF!
Parasect	Bug	Grass	120	165	146	17520	Fury Cutter	3	Bug	1	400	6	3	Cross Poison	25	Poison	0	25	25	1500	14	5	2000	8.29	7.50	1.87	48.00%	145241	19.66%	32779	12.24%	#REF!
Fearow	Normal	Flying	130	182	135	17550	Steel Wing	15	Steel	0	1330	12	10	Drill Run	50	Ground	0	33	25	3400	31	3	3990	8.25	7.52	3.96	47.77%	144788	19.60%	69561	25.98%	#REF!
Persian	Normal		130	150	139	18070	Scratch	6	Normal	1	500	7	4	Power Gem	40	Rock	0	33	5	2900	21	5	2500	7.59	8.00	2.36	46.32%	144560	19.57%	42579	15.90%	#REF!
Persian	Normal		130	150	139	18070	Scratch	6	Normal	1	500	7	4	Night Slash	30	Dark	0	25	25	2700	16	4	2000	6.81	8.00	2.18	46.32%	144560	19.57%	39336	14.69%	#REF!
Venomoth	Bug	Poison	140	179	150	21000	Confusion	15	Psychic	0	1510	14	9	Poison Fang	25	Poison	1	20	5	2400	19	2	3020	6.83	5.96	3.24	39.55%	143430	19.42%	68039	25.41%	#REF!
Primeape	Fighting		130	207	144	18720	Karate Chop	6	Fighting	1	800	8	6	Night Slash	30	Dark	0	25	25	2700	21	4	3200	7.63	7.50	2.83	44.18%	142834	19.34%	52981	19.79%	#REF!
Rhyhorn	Ground	Rock	160	140	157	25120	Rock Smash	15	Fighting	0	1410	12	8	Horn Attack	25	Normal	0	25	5	2200	12	3	4230	5.60	5.67	2.49	32.83%	142430	19.28%	62669	23.41%	#REF!
Slowpoke	Water	Psychic	180	109	109	19620	Water Gun	6	Water	1	500	7	3	Psychic	55	Psychic	1	50	5	2800	25	8	4000	7.21	6.00	1.98	41.75%	141460	19.15%	38765	14.48%	#REF!
Haunter	Ghost	Poison	90	223	112	10080	Shadow Claw	11	Ghost	1	950	8	11	Sludge Bomb	55	Poison	1	50	5	2600	52	7	6650	13.95	11.58	5.11	80.78%	140616	19.04%	51498	19.23%	#REF!
Persian	Normal		130	150	139	18070	Feint Attack	12	Dark	0	1040	10	7	Play Rough	55	Fairy	0	50	5	2900	28	5	5200	7.78	6.73	3.13	45.05%	140585	19.03%	56637	21.15%	#REF!
Butterfree	Bug	Flying	120	167	151	18120	Confusion	15	Psychic	0	1510	14	9	Signal Beam	45	Bug	1	33	5	3100	32	3	4530	7.73	5.96	3.77	44.76%	140068	18.96%	68399	25.55%	#REF!
Fearow	Normal	Flying	130	182	135	17550	Peck	10	Flying	1	1150	10	8	Drill Run	50	Ground	0	33	25	3400	31	4	4600	7.88	6.96	3.50	45.63%	138294	18.72%	61425	22.94%	#REF!
Haunter	Ghost	Poison	90	223	112	10080	Lick	5	Ghost	1	500	6	5	Sludge Bomb	55	Poison	1	50	5	2600	52	9	4500	13.66	10.00	3.58	79.10%	137693	18.64%	36080	13.48%	#REF!
Lickitung	Normal		180	108	137	24660	Zen Headbutt	12	Psychic	0	1050	9	5	Power Whip	70	Grass	0	100	0	2800	26	12	12600	5.58	4.76	2.08	32.31%	137603	18.63%	51226	19.13%	#REF!
Butterfree	Bug	Flying	120	167	151	18120	Confusion	15	Psychic	0	1510	14	9	Psychic	55	Psychic	0	50	5	2800	31	4	6040	7.58	5.96	3.56	43.89%	137350	18.59%	64439	24.07%	#REF!
Ponyta	Fire		100	170	132	13200	Ember	10	Fire	1	1050	10	8	Fire Blast	100	Fire	1	100	5	4100	71	10	10500	10.34	7.62	4.13	59.87%	136488	18.48%	54459	20.34%	#REF!
Nidorina	Poison		140	117	126	17640	Bite	6	Dark	0	500	7	3	Sludge Bomb	55	Poison	1	50	5	2600	27	8	4000	7.73	6.00	2.07	44.76%	136357	18.46%	36571	13.66%	#REF!
Lickitung	Normal		180	108	137	24660	Zen Headbutt	12	Psychic	0	1050	9	5	Stomp	30	Normal	1	25	5	2100	14	3	3150	5.52	4.76	2.19	31.96%	136123	18.43%	53973	20.16%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Psychic	55	Psychic	1	50	5	2800	49	8	4320	12.50	9.26	3.54	72.38%	525000	71.07%	148806	55.58%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Solar Beam	120	Grass	0	100	5	4900	85	15	8100	12.31	9.26	3.56	71.28%	517020	69.99%	149333	55.77%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Hyper Beam	120	Normal	0	100	5	5000	85	15	8100	12.21	9.26	3.55	70.70%	512820	69.42%	149002	55.65%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Blizzard	100	Ice	0	100	5	3900	71	15	8100	12.17	9.26	3.32	70.47%	511140	69.19%	139364	52.05%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Fire Blast	100	Fire	0	100	5	4100	71	15	8100	11.97	9.26	3.30	69.31%	502740	68.06%	138733	51.82%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Earthquake	100	Ground	0	100	5	4200	71	15	8100	11.87	9.26	3.30	68.73%	498540	67.49%	138420	51.70%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Thunder	100	Electric	0	100	5	4300	71	15	8100	11.77	9.26	3.29	68.15%	494340	66.92%	138108	51.58%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Hurricane	80	Flying	0	100	5	3200	57	15	8100	11.68	9.26	3.05	67.63%	490560	66.41%	128037	47.82%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Moonblast	85	Fairy	0	100	5	4100	60	15	8100	11.07	9.26	3.05	64.10%	464940	62.94%	128281	47.91%	#REF!
Mew	Psychic		200	210	210	42000	Pound	7	Normal	0	540	7	5	Dragon Pulse	65	Dragon	0	50	5	3600	46	8	4320	10.86	9.26	3.32	62.88%	456120	61.74%	139352	52.05%	#REF!
Mewtwo	Psychic		212	330	200	42400	Psycho Cut	7	Psychic	1	570	7	10	Psychic	55	Psychic	1	50	5	2800	76	8	4560	21.20	17.54	6.15	122.76%	898880	121.68%	260820	97.41%	#REF!
Mewtwo	Psychic		212	330	200	42400	Psycho Cut	7	Psychic	1	570	7	10	Hyper Beam	120	Normal	0	100	5	5000	133	15	8550	20.89	17.54	6.21	120.96%	885736	119.90%	263429	98.39%	#REF!
Mewtwo	Psychic		212	330	200	42400	Confusion	15	Psychic	1	1510	14	21	Psychic	55	Psychic	1	50	5	2800	76	4	6040	18.10	13.91	8.49	104.81%	767440	103.89%	360085	134.49%	#REF!
Mewtwo	Psychic		212	330	200	42400	Confusion	15	Psychic	1	1510	14	21	Hyper Beam	120	Normal	0	100	5	5000	133	8	12080	17.62	13.91	8.58	102.03%	747088	101.13%	363808	135.88%	#REF!
Mewtwo	Psychic		212	330	200	42400	Psycho Cut	7	Psychic	1	570	7	10	Shadow Ball	45	Ghost	0	33	5	3080	50	5	2850	16.86	17.54	5.58	101.56%	743696	100.67%	236475	88.32%	#REF!
Mewtwo	Psychic		212	330	200	42400	Confusion	15	Psychic	1	1510	14	21	Shadow Ball	45	Ghost	0	33	5	3080	50	3	4530	14.85	13.91	7.24	85.99%	629640	85.23%	306931	114.64%	#REF!
Moltres	Fire	Flying	180	251	184	33120	Ember	10	Fire	1	1050	10	11	Fire Blast	100	Fire	1	100	5	4100	105	10	10500	14.73	10.48	5.87	85.29%	487858	66.04%	194557	72.67%	#REF!
Moltres	Fire	Flying	180	251	184	33120	Ember	10	Fire	1	1050	10	11	Flamethrower	55	Fire	1	50	5	2900	58	5	5250	13.87	10.48	5.61	80.31%	459374	62.19%	185735	69.37%	#REF!
Moltres	Fire	Flying	180	251	184	33120	Ember	10	Fire	1	1050	10	11	Heat Wave	80	Fire	1	100	5	3800	84	10	10500	13.57	10.48	5.34	78.58%	449438	60.84%	177005	66.11%	#REF!
Kadabra	Psychic		80	232	138	11040	Psycho Cut	7	Psychic	1	570	7	7	Psybeam	40	Psychic	1	25	5	3800	39	4	2280	11.02	12.28	4.17	71.11%	135571	18.35%	46000	17.18%	#REF!
Kadabra	Psychic		80	232	138	11040	Psycho Cut	7	Psychic	1	570	7	7	Dazzling Gleam	55	Fairy	0	33	5	4200	43	5	2850	11.06	12.28	4.09	71.11%	135571	18.35%	45203	16.88%	#REF!
Kadabra	Psychic		80	232	138	11040	Psycho Cut	7	Psychic	1	570	7	7	Shadow Ball	45	Ghost	0	33	5	3080	35	5	2850	11.80	12.28	3.90	71.11%	135571	18.35%	43101	16.10%	#REF!
Fearow	Normal	Flying	130	182	135	17550	Steel Wing	15	Steel	0	1330	12	10	Aerial Ace	30	Flying	1	25	5	2900	23	3	3990	7.69	7.52	3.56	44.53%	134960	18.27%	62468	23.33%	#REF!
Raticate	Normal		110	161	144	15840	Quick Attack	10	Normal	1	1330	12	7	Hyper Beam	120	Normal	1	100	5	5000	81	9	11970	8.49	5.26	3.90	49.16%	134482	18.20%	61698	23.04%	#REF!
Arbok	Poison		120	167	158	18960	Acid	10	Poison	1	1050	10	7	Dark Pulse	45	Dark	0	33	5	3500	26	4	4200	7.01	6.67	3.05	40.59%	132910	17.99%	57844	21.60%	#REF!
Charmeleon	Fire		116	158	129	14964	Scratch	6	Normal	0	500	7	4	Fire Punch	40	Fire	1	33	5	2800	27	5	2500	8.87	8.00	2.72	51.36%	132731	17.97%	40654	15.18%	#REF!
Porygon	Normal		130	153	139	18070	Tackle	12	Normal	1	1100	10	8	Signal Beam	45	Bug	0	33	5	3100	23	4	4400	7.33	7.27	3.14	42.44%	132453	17.93%	56791	21.21%	#REF!
Charmeleon	Fire		116	158	129	14964	Ember	10	Fire	1	1050	10	7	Flamethrower	55	Fire	1	50	5	2900	37	5	5250	8.83	6.67	3.57	51.13%	132132	17.89%	53469	19.97%	#REF!
Fearow	Normal	Flying	130	182	135	17550	Steel Wing	15	Steel	0	1330	12	10	Twister	25	Dragon	0	20	5	2700	16	2	2660	6.72	7.52	3.17	43.54%	131976	17.87%	55616	20.77%	#REF!
Charmeleon	Fire		116	158	129	14964	Scratch	6	Normal	0	500	7	4	Flame Burst	30	Fire	1	25	5	2100	20	4	2000	8.78	8.00	2.55	50.84%	131384	17.79%	38206	14.27%	#REF!
Porygon	Normal		130	153	139	18070	Tackle	12	Normal	1	1100	10	8	Psybeam	40	Psychic	0	25	5	3800	21	3	3300	6.34	7.27	2.98	42.10%	131369	17.78%	53851	20.11%	#REF!
Porygon	Normal		130	153	139	18070	Tackle	12	Normal	1	1100	10	8	Discharge	35	Electric	0	33	5	2500	18	4	4400	7.25	7.27	2.96	42.10%	131369	17.78%	53462	19.97%	#REF!
Lickitung	Normal		180	108	137	24660	Lick	5	Ghost	0	500	6	2	Power Whip	70	Grass	0	100	0	2800	26	17	8500	5.31	4.00	1.27	30.75%	130945	17.73%	31281	11.68%	#REF!
Gloom	Grass	Poison	120	153	139	16680	Razor Leaf	15	Grass	1	1450	12	10	Moonblast	85	Fairy	0	100	5	4100	44	9	13050	7.81	6.90	3.61	45.22%	130271	17.63%	60165	22.47%	#REF!
